epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.20324645936489105,1.6103622913360596,0.22779043018817902,1.609988808631897
1,0.22702331840991974,1.6098811626434326,0.22437357902526855,1.609580397605896
2,0.23182441294193268,1.6094926595687866,0.23120729625225067,1.60920250415802
3,0.24142661690711975,1.6091047525405884,0.2505694627761841,1.608870267868042
4,0.25171467661857605,1.6087884902954102,0.2687927186489105,1.6085782051086426
5,0.26588934659957886,1.6085022687911987,0.2710706293582916,1.6083130836486816
6,0.26817557215690613,1.608227252960205,0.27562642097473145,1.6080596446990967
7,0.2750343084335327,1.6079784631729126,0.28018224239349365,1.6078099012374878
8,0.2784636616706848,1.6077040433883667,0.2790432870388031,1.6075637340545654
9,0.2805212736129761,1.6074939966201782,0.276765376329422,1.6073163747787476
10,0.2816643714904785,1.6072213649749756,0.2813211977481842,1.6070655584335327
11,0.29012346267700195,1.6069730520248413,0.3063781261444092,1.6068090200424194
12,0.29355281591415405,1.6067134141921997,0.30751708149909973,1.6065433025360107
13,0.29286694526672363,1.6064672470092773,0.31435078382492065,1.6062653064727783
14,0.3095564842224121,1.6062335968017578,0.31890660524368286,1.6059764623641968
15,0.31435757875442505,1.6059041023254395,0.32460135221481323,1.6056736707687378
16,0.32167351245880127,1.6056326627731323,0.3325740396976471,1.6053578853607178
17,0.3260173797607422,1.6053308248519897,0.3428246080875397,1.6050242185592651
18,0.3331046998500824,1.605051875114441,0.3473803997039795,1.6046764850616455
19,0.34133514761924744,1.6046653985977173,0.36332574486732483,1.6043171882629395
20,0.3568815588951111,1.604318380355835,0.37015944719314575,1.603939414024353
21,0.3584819436073303,1.6039819717407227,0.3712984025478363,1.6035351753234863
22,0.36031094193458557,1.6035479307174683,0.3610478341579437,1.6031081676483154
23,0.3653406500816345,1.6031454801559448,0.3712984025478363,1.6026543378829956
24,0.3756287097930908,1.6026611328125,0.38268792629241943,1.6021671295166016
25,0.38088706135749817,1.6021595001220703,0.39977219700813293,1.601647138595581
26,0.38385915756225586,1.6017038822174072,0.40888383984565735,1.6011009216308594
27,0.39026063680648804,1.6011625528335571,0.41571754217147827,1.6005223989486694
28,0.3994055688381195,1.6006425619125366,0.4191344082355499,1.5999029874801636
29,0.40169182419776917,1.5999923944473267,0.4145785868167877,1.599238395690918
30,0.40740740299224854,1.59944748878479,0.4179954528808594,1.5985207557678223
31,0.4103795289993286,1.5986504554748535,0.42596811056137085,1.5977433919906616
32,0.41152262687683105,1.5978610515594482,0.4339407682418823,1.5969055891036987
33,0.41518062353134155,1.5971052646636963,0.4487471580505371,1.5960001945495605
34,0.41518062353134155,1.5961732864379883,0.45558086037635803,1.5950242280960083
35,0.424096941947937,1.5952695608139038,0.45330294966697693,1.5939687490463257
36,0.4336991310119629,1.5942946672439575,0.4567198157310486,1.592828631401062
37,0.42912665009498596,1.593192219734192,0.4612756371498108,1.5915900468826294
38,0.4202103316783905,1.5920699834823608,0.4658314287662506,1.5902358293533325
39,0.43209877610206604,1.5906749963760376,0.4703872501850128,1.5887449979782104
40,0.4231824278831482,1.5892884731292725,0.4726651608943939,1.5870978832244873
